Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-73-4676-01A-01D-1753-08	17	9	2	0	21	26	13	10
TCGA-73-4677-01A-01D-1265-08	131	3	14	83	2	5	17	10
TCGA-73-7498-01A-12D-2184-08	41	0	0	23	30	0	16	7
TCGA-75-5122-01A-01D-1753-08	33	0	20	27	29	8	17	0
TCGA-75-5125-01A-01D-1753-08	36	17	38	43	0	8	16	6
TCGA-75-5126-01A-01D-1753-08	244	112	157	56	6	24	21	2
TCGA-75-5146-01A-01D-1625-08	115	0	10	28	20	14	2	4
TCGA-75-5147-01A-01D-1625-08	0	0	10	13	0	0	9	4
TCGA-75-6203-01A-11D-1753-08	0	2	0	0	1	0	10	0
TCGA-75-6205-01A-11D-1753-08	0	6	2	27	0	0	2	6
TCGA-75-6206-01A-11D-1753-08	14	22	7	0	36	13	0	0
TCGA-75-6207-01A-11D-1753-08	7	0	13	18	0	11	9	0
TCGA-75-6211-01A-11D-1753-08	154	112	17	33	35	21	17	3
TCGA-75-6214-01A-41D-1945-08	241	98	161	60	114	36	25	0
TCGA-75-7025-01A-12D-1945-08	0	0	7	0	0	5	15	3
TCGA-75-7027-01A-11D-1945-08	92	48	7	0	60	23	15	5
TCGA-75-7030-01A-11D-1945-08	2	0	0	2	0	0	3	1
TCGA-78-7145-01A-11D-2036-08	66	66	11	0	27	9	16	2
TCGA-78-7146-01A-11D-2036-08	139	28	88	11	63	8	35	10
TCGA-78-7147-01A-11D-2036-08	52	120	47	39	44	22	19	20
TCGA-78-7148-01A-11D-2036-08	82	20	7	10	44	44	2	11
TCGA-78-7149-01A-11D-2036-08	27	0	70	0	22	13	12	4
TCGA-78-7150-01A-21D-2036-08	84	15	136	89	62	0	29	20
TCGA-78-7152-01A-11D-2036-08	42	28	80	15	13	19	7	2
TCGA-78-7153-01A-11D-2036-08	8	8	23	29	4	12	14	6
TCGA-78-7154-01A-11D-2036-08	36	0	104	47	5	23	39	12
TCGA-78-7155-01A-11D-2036-08	829	177	113	269	7	91	38	56
TCGA-78-7160-01A-11D-2036-08	0	4	5	0	10	19	3	0
TCGA-78-7161-01A-11D-2036-08	96	0	11	0	42	21	18	10
TCGA-78-7162-01A-21D-2063-08	19	1	14	1	35	11	3	3
TCGA-78-7163-01A-12D-2063-08	0	4	0	3	0	0	8	4
TCGA-78-7166-01A-12D-2063-08	134	51	3	0	11	15	7	19
TCGA-78-7167-01A-11D-2063-08	18	17	27	10	0	3	18	7
TCGA-78-7220-01A-11D-2036-08	340	98	103	52	193	42	14	47
TCGA-78-7535-01A-11D-2063-08	74	0	0	27	20	23	5	35
TCGA-78-7536-01A-11D-2063-08	357	0	9	180	28	21	20	38
TCGA-78-7539-01A-11D-2063-08	101	0	274	65	10	31	34	0
TCGA-78-7540-01A-11D-2063-08	0	7	0	9	0	0	14	0
TCGA-78-7542-01A-21D-2063-08	209	60	30	0	19	12	27	28
TCGA-78-7633-01A-11D-2063-08	44	0	4	0	47	11	3	0
TCGA-78-8640-01A-11D-2393-08	225	172	116	86	14	59	44	41
TCGA-78-8648-01A-11D-2393-08	0	2	0	0	5	0	0	0
TCGA-78-8655-01A-11D-2393-08	32	4	5	5	29	13	12	5
TCGA-78-8662-01A-11D-2393-08	549	183	86	50	167	115	31	45
TCGA-80-5607-01A-31D-1945-08	2	0	112	0	0	11	5	1
TCGA-80-5608-01A-31D-1945-08	78	19	9	33	22	0	19	0
TCGA-80-5611-01A-01D-1625-08	17	60	5	0	37	49	10	20
TCGA-83-5908-01A-21D-2284-08	58	45	83	1	40	5	13	0
TCGA-86-6562-01A-11D-1753-08	4	0	12	18	2	0	12	5
TCGA-86-6851-01A-11D-1945-08	469	3	93	177	107	69	0	0
TCGA-86-7701-01A-11D-2167-08	112	5	4	28	12	22	14	7
TCGA-86-7711-01A-11D-2063-08	42	49	45	0	34	33	16	12
TCGA-86-7713-01A-11D-2063-08	61	4	4	7	65	5	8	6
TCGA-86-7954-01A-11D-2184-08	60	17	33	3	45	26	30	6
TCGA-86-7955-01A-11D-2184-08	130	0	30	17	90	17	21	23
TCGA-86-8055-01A-11D-2238-08	0	0	5	3	14	0	13	9
TCGA-86-8056-01A-11D-2238-08	43	0	150	0	57	3	21	13
TCGA-86-8073-01A-11D-2238-08	914	201	104	4	156	127	25	22
TCGA-86-8074-01A-11D-2238-08	0	15	3	1	18	2	10	22
TCGA-86-8075-01A-11D-2238-08	0	0	2	18	0	2	18	2
TCGA-86-8076-01A-31D-2238-08	2	11	21	4	13	7	9	0
TCGA-86-8279-01A-11D-2284-08	274	127	19	34	0	59	17	13
TCGA-86-8280-01A-11D-2284-08	0	3	2	0	21	12	10	0
TCGA-86-8281-01A-11D-2284-08	136	0	27	57	0	23	24	0
TCGA-86-8359-01A-11D-2323-08	81	17	8	6	26	7	19	6
TCGA-86-8585-01A-11D-2393-08	240	42	94	205	0	0	13	0
TCGA-86-8668-01A-11D-2393-08	1	0	5	8	0	2	13	2
TCGA-86-8671-01A-11D-2393-08	0	6	4	0	7	5	6	5
TCGA-86-8672-01A-21D-2393-08	139	0	33	53	55	0	19	16
TCGA-86-8673-01A-11D-2393-08	191	41	30	85	88	34	12	8
TCGA-86-8674-01A-21D-2393-08	161	49	35	0	29	9	6	15
TCGA-86-A456-01A-11D-A24D-08	207	0	31	31	28	45	13	9
TCGA-86-A4JF-01A-11D-A24P-08	269	0	112	0	0	547	359	35
TCGA-86-A4P7-01A-11D-A24P-08	0	5	21	16	13	0	5	0
TCGA-91-6828-01A-11D-1855-08	133	50	25	0	39	7	18	4
TCGA-91-6829-01A-21D-1855-08	269	0	40	191	104	36	3	21
TCGA-91-6830-01A-11D-1945-08	11	0	172	11	9	15	4	0
TCGA-91-6831-01A-11D-1855-08	74	68	11	61	15	43	5	0
TCGA-91-6835-01A-11D-1855-08	5	21	14	7	7	15	7	2
TCGA-91-6836-01A-21D-1855-08	199	88	19	46	73	21	20	4
TCGA-91-6840-01A-11D-1945-08	0	15	69	24	0	1	15	0
TCGA-91-6847-01A-11D-1945-08	0	20	14	1	4	8	27	0
TCGA-91-6848-01A-11D-1945-08	177	143	89	130	0	58	6	0
TCGA-91-6849-01A-11D-1945-08	31	29	6	27	6	2	8	8
TCGA-91-7771-01A-11D-2167-08	50	0	21	0	77	32	7	7
TCGA-91-A4BC-01A-11D-A24D-08	181	145	17	0	62	16	17	17
TCGA-91-A4BD-01A-11D-A24D-08	0	0	5	0	0	9	9	0
TCGA-93-7347-01A-11D-2184-08	56	0	10	0	35	17	4	0
TCGA-93-7348-01A-21D-2036-08	15	28	15	0	10	16	19	9
TCGA-93-8067-01A-11D-2284-08	30	44	431	0	0	1	31	15
TCGA-93-8067-01C-01D-A38P-08	29	6	218	0	0	13	7	13
TCGA-93-8067-01D-01D-A38P-08	31	2	135	0	0	4	5	12
TCGA-93-A4JO-01A-21D-A24P-08	0	10	10	6	6	12	0	6
TCGA-93-A4JP-01A-11D-A24P-08	0	25	17	0	0	0	6	7
TCGA-93-A4JP-01D-01D-A38P-08	0	42	35	0	0	0	32	7
TCGA-93-A4JP-01E-01D-A38P-08	0	47	32	0	0	0	21	4
TCGA-95-7039-01A-11D-1945-08	624	182	56	215	69	69	32	45
TCGA-95-7043-01A-11D-1945-08	675	63	56	146	122	18	57	0
TCGA-95-7562-01A-11D-2238-08	259	41	9	63	0	8	21	0
TCGA-95-7567-01A-11D-2063-08	233	47	5	0	0	426	190	38
TCGA-95-7944-01A-11D-2184-08	3	1	196	31	20	0	12	0
TCGA-95-7947-01A-11D-2184-08	73	99	208	28	64	62	21	22
TCGA-95-7948-01A-11D-2184-08	0	0	128	0	0	0	16	0
TCGA-95-8494-01A-11D-2323-08	2	6	63	0	0	0	32	9
TCGA-95-A4VK-01A-11D-A25L-08	126	49	9	3	44	10	27	6
TCGA-95-A4VN-01A-11D-A25L-08	217	117	34	0	67	28	10	9
TCGA-97-7547-01A-11D-2036-08	18	90	43	0	4	4	16	0
TCGA-97-7552-01A-11D-2036-08	0	5	0	9	0	0	11	6
TCGA-97-7553-01A-21D-2036-08	9	3	3	1	12	0	17	0
TCGA-97-7554-01A-11D-2036-08	214	43	17	43	61	51	13	9
TCGA-97-7938-01A-11D-2167-08	243	4	48	85	0	19	19	0
TCGA-97-8171-01A-11D-2284-08	3	5	1	12	6	5	23	0
TCGA-97-8174-01A-11D-2284-08	65	28	20	7	9	13	26	1
TCGA-97-8175-01A-11D-2284-08	0	9	3	4	8	0	3	3
TCGA-97-8177-01A-11D-2284-08	0	1	2	0	19	2	6	4
TCGA-97-8552-01A-11D-2393-08	0	3	1	0	13	0	6	0
TCGA-97-A4LX-01A-11D-A24P-08	100	0	5	42	13	23	0	4
TCGA-97-A4M0-01A-11D-A24P-08	164	65	69	51	7	41	1	8
TCGA-97-A4M1-01A-11D-A24P-08	6	0	10	10	0	0	16	1
TCGA-97-A4M3-01A-11D-A24P-08	98	39	31	20	0	13	11	6
TCGA-97-A4M6-01A-11D-A24P-08	3	0	4	0	0	17	6	3
TCGA-97-A4M7-01A-11D-A24P-08	185	60	12	7	20	21	10	1
TCGA-99-7458-01A-11D-2036-08	242	67	15	9	76	71	18	0
TCGA-99-8025-01A-11D-2238-08	132	79	144	5	57	49	43	7
TCGA-99-8028-01A-11D-2238-08	203	123	3	7	0	55	1	9
TCGA-99-8033-01A-11D-2238-08	60	21	9	26	31	18	13	0
TCGA-99-AA5R-01A-11D-A397-08	7	24	2	1	8	0	0	0
TCGA-J2-8192-01A-11D-2238-08	0	21	10	20	0	0	22	1
TCGA-J2-8194-01A-11D-2238-08	49	0	5	60	17	0	21	6
TCGA-J2-A4AD-01A-11D-A24D-08	72	0	136	92	0	30	15	0
TCGA-J2-A4AE-01A-21D-A24D-08	0	0	14	10	12	3	17	0
TCGA-J2-A4AG-01A-11D-A24D-08	30	0	6	0	21	16	7	1
TCGA-L4-A4E5-01A-11D-A24P-08	204	29	11	25	57	7	14	16
TCGA-L4-A4E6-01A-11D-A24D-08	3	0	2	3	0	0	0	0
TCGA-L9-A443-01A-12D-A24D-08	115	26	12	0	70	22	5	5
TCGA-L9-A50W-01A-12D-A397-08	0	6	8	0	6	4	2	7
TCGA-L9-A5IP-01A-21D-A397-08	133	79	18	0	39	18	10	5
TCGA-L9-A743-01A-43D-A397-08	17	43	45	4	0	7	3	2
TCGA-L9-A7SV-01A-11D-A397-08	1312	38	49	251	25	24	34	4
TCGA-L9-A8F4-01A-11D-A397-08	433	0	50	201	69	17	22	28
TCGA-MN-A4N1-01A-11D-A24P-08	245	25	26	73	62	0	36	5
TCGA-MN-A4N4-01A-12D-A24P-08	624	283	343	122	36	48	36	36
TCGA-MN-A4N5-01A-11D-A24P-08	230	84	46	0	25	62	13	16
TCGA-MP-A4SV-01A-11D-A24P-08	60	97	114	60	0	9	13	0
TCGA-MP-A4SW-01A-21D-A24P-08	6	2	11	7	10	0	29	2
TCGA-MP-A4T2-01A-11D-A24P-08	12	1	24	1	18	26	6	0
TCGA-MP-A4T4-01A-11D-A25L-08	207	33	26	91	0	17	16	11
TCGA-MP-A4T6-01A-32D-A25L-08	0	2	22	0	19	14	19	2
TCGA-MP-A4T7-01A-11D-A24P-08	67	31	3	0	21	0	15	4
TCGA-MP-A4T8-01A-11D-A24P-08	50	0	7	19	12	13	9	4
TCGA-MP-A4T9-01A-11D-A24P-08	0	7	4	19	0	0	4	1
TCGA-MP-A4TA-01A-21D-A24P-08	147	43	23	0	53	75	20	9
TCGA-MP-A4TC-01A-11D-A24P-08	133	19	25	13	49	26	6	0
TCGA-MP-A4TD-01A-32D-A25L-08	26	1	2	17	25	4	9	0
TCGA-MP-A4TE-01A-22D-A25L-08	51	0	0	36	13	0	41	3
TCGA-MP-A4TF-01A-11D-A25L-08	193	111	22	4	44	29	19	13
TCGA-MP-A4TH-01A-31D-A25L-08	23	20	2	8	26	15	13	6
TCGA-MP-A4TK-01A-11D-A24P-08	193	5	50	36	50	20	8	5
TCGA-NJ-A4YF-01A-12D-A25L-08	363	50	23	72	108	17	8	4
TCGA-NJ-A4YP-01A-11D-A25L-08	66	41	368	0	57	0	5	51
TCGA-NJ-A4YQ-01A-11D-A25L-08	636	96	19	148	115	105	11	14
TCGA-NJ-A55R-01A-11D-A25L-08	79	135	12	0	7	40	6	4
TCGA-NJ-A7XG-01A-12D-A397-08	6	0	0	5	7	0	15	0
TCGA-O1-A52J-01A-11D-A25L-08	105	0	8	3	32	24	16	0
TCGA-S2-AA1A-01A-12D-A397-08	71	1	2	0	33	14	7	0
