Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
TCGA-78-7150-01A-21D-2036-08	95	35	75	138	27	33	32
TCGA-78-7152-01A-11D-2036-08	42	18	53	71	12	7	3
TCGA-78-7153-01A-11D-2036-08	4	14	28	20	16	15	7
TCGA-78-7154-01A-11D-2036-08	37	19	0	106	51	42	11
TCGA-78-7155-01A-11D-2036-08	905	243	55	105	180	40	52
TCGA-78-7160-01A-11D-2036-08	0	4	14	4	15	4	0
TCGA-78-7161-01A-11D-2036-08	84	68	0	8	10	20	8
TCGA-78-7162-01A-21D-2063-08	13	37	7	12	13	4	1
TCGA-78-7163-01A-12D-2063-08	0	0	7	0	0	7	5
TCGA-78-7166-01A-12D-2063-08	161	31	0	3	19	7	19
TCGA-78-7167-01A-11D-2063-08	19	26	8	25	0	18	4
TCGA-78-7220-01A-11D-2036-08	309	357	80	79	19	16	29
TCGA-78-7535-01A-11D-2063-08	60	63	0	0	20	6	35
TCGA-78-7536-01A-11D-2063-08	333	174	21	2	63	23	37
TCGA-78-7539-01A-11D-2063-08	65	0	162	253	1	34	0
TCGA-78-7540-01A-11D-2063-08	0	0	15	0	0	15	0
TCGA-78-7542-01A-21D-2063-08	223	88	0	25	0	28	21
TCGA-78-7633-01A-11D-2063-08	28	72	5	0	0	4	0
TCGA-78-8640-01A-11D-2393-08	315	0	131	113	93	48	57
TCGA-78-8648-01A-11D-2393-08	1	6	0	0	0	0	0
TCGA-78-8655-01A-11D-2393-08	32	28	4	4	21	13	3
TCGA-78-8662-01A-11D-2393-08	630	194	105	76	131	38	52
TCGA-80-5607-01A-31D-1945-08	1	0	0	115	10	5	0
TCGA-80-5608-01A-31D-1945-08	85	39	27	7	0	22	0
TCGA-80-5611-01A-01D-1625-08	39	37	31	3	50	13	25
TCGA-83-5908-01A-21D-2284-08	75	0	77	79	0	14	0
TCGA-86-6562-01A-11D-1753-08	2	0	21	10	0	13	7
TCGA-86-6851-01A-11D-1945-08	444	160	133	79	102	0	0
TCGA-86-7701-01A-11D-2167-08	107	51	0	1	23	16	6
TCGA-86-7711-01A-11D-2063-08	55	33	46	40	21	18	18
TCGA-86-7713-01A-11D-2063-08	48	72	25	0	0	10	5
TCGA-86-7954-01A-11D-2184-08	61	58	0	32	31	33	5
TCGA-86-7955-01A-11D-2184-08	106	140	0	25	9	25	23
TCGA-86-8055-01A-11D-2238-08	0	2	10	5	0	16	11
TCGA-86-8056-01A-11D-2238-08	27	82	0	149	0	23	6
TCGA-86-8073-01A-11D-2238-08	998	242	53	91	128	29	12
TCGA-86-8074-01A-11D-2238-08	6	3	19	3	3	11	26
TCGA-86-8075-01A-11D-2238-08	0	7	0	3	11	19	2
TCGA-86-8076-01A-31D-2238-08	7	0	19	21	10	10	0
TCGA-86-8279-01A-11D-2284-08	363	0	32	19	89	19	21
TCGA-86-8280-01A-11D-2284-08	0	18	8	1	10	11	0
TCGA-86-8281-01A-11D-2284-08	133	30	15	25	38	26	0
TCGA-86-8359-01A-11D-2323-08	81	50	9	5	0	21	4
TCGA-86-8585-01A-11D-2393-08	261	23	138	88	59	15	10
TCGA-86-8668-01A-11D-2393-08	0	7	0	5	4	14	1
TCGA-86-8671-01A-11D-2393-08	0	3	13	2	0	7	8
TCGA-86-8672-01A-21D-2393-08	103	134	28	23	0	19	8
TCGA-86-8673-01A-11D-2393-08	173	161	78	17	37	15	8
TCGA-86-8674-01A-21D-2393-08	183	45	17	34	4	6	15
TCGA-86-A456-01A-11D-A24D-08	195	71	0	28	53	14	3
TCGA-86-A4JF-01A-11D-A24P-08	256	0	0	118	536	393	19
TCGA-86-A4P7-01A-11D-A24P-08	0	0	33	21	0	6	0
TCGA-91-6828-01A-11D-1855-08	158	4	62	21	0	20	11
TCGA-91-6829-01A-21D-1855-08	251	165	84	33	99	7	25
TCGA-91-6830-01A-11D-1945-08	5	7	20	170	18	2	0
TCGA-91-6831-01A-11D-1855-08	104	4	85	7	63	7	7
TCGA-91-6835-01A-11D-1855-08	18	0	6	15	28	8	3
TCGA-91-6836-01A-21D-1855-08	211	126	90	7	11	22	3
TCGA-91-6840-01A-11D-1945-08	0	0	43	64	1	16	0
TCGA-91-6847-01A-11D-1945-08	6	3	17	13	3	28	4
TCGA-91-6848-01A-11D-1945-08	251	0	128	85	126	6	7
TCGA-91-6849-01A-11D-1945-08	28	59	15	1	1	8	5
TCGA-91-7771-01A-11D-2167-08	9	134	23	10	10	8	0
TCGA-91-A4BC-01A-11D-A24D-08	245	47	100	9	9	19	26
TCGA-91-A4BD-01A-11D-A24D-08	0	0	0	5	8	10	0
TCGA-93-7347-01A-11D-2184-08	49	48	0	7	13	5	0
TCGA-93-7348-01A-21D-2036-08	30	17	0	16	16	22	11
TCGA-93-8067-01A-11D-2284-08	46	1	41	431	0	29	4
TCGA-93-8067-01C-01D-A38P-08	25	27	0	217	7	6	4
TCGA-93-8067-01D-01D-A38P-08	35	1	0	138	3	5	7
TCGA-93-A4JO-01A-21D-A24P-08	0	0	29	7	6	0	8
TCGA-93-A4JP-01A-11D-A24P-08	10	0	8	19	0	8	10
TCGA-93-A4JP-01D-01D-A38P-08	18	0	24	33	0	32	9
TCGA-93-A4JP-01E-01D-A38P-08	15	0	33	29	0	21	6
TCGA-95-7039-01A-11D-1945-08	695	180	170	39	109	37	62
TCGA-95-7043-01A-11D-1945-08	672	232	101	39	30	63	0
TCGA-95-7562-01A-11D-2238-08	287	31	21	7	33	22	0
TCGA-95-7567-01A-11D-2063-08	256	0	0	9	424	210	40
TCGA-95-7944-01A-11D-2184-08	0	21	40	190	0	12	0
TCGA-95-7947-01A-11D-2184-08	89	111	77	199	60	22	19
TCGA-95-7948-01A-11D-2184-08	0	0	0	129	0	15	0
TCGA-95-8494-01A-11D-2323-08	7	0	0	65	0	33	7
TCGA-95-A4VK-01A-11D-A25L-08	146	50	30	5	7	29	7
TCGA-95-A4VN-01A-11D-A25L-08	246	110	80	22	5	11	8
TCGA-97-7547-01A-11D-2036-08	58	0	62	39	0	16	0
TCGA-97-7552-01A-11D-2036-08	0	0	10	0	1	12	8
TCGA-97-7553-01A-21D-2036-08	10	11	1	3	0	20	0
TCGA-97-7554-01A-11D-2036-08	219	117	12	11	73	15	4
TCGA-97-7938-01A-11D-2167-08	249	41	12	47	49	20	0
TCGA-97-8171-01A-11D-2284-08	4	6	13	1	7	24	0
TCGA-97-8174-01A-11D-2284-08	67	24	28	16	4	28	2
TCGA-97-8175-01A-11D-2284-08	1	10	9	2	0	4	4
TCGA-97-8177-01A-11D-2284-08	0	10	8	2	1	7	6
TCGA-97-8552-01A-11D-2393-08	0	6	10	0	0	7	0
TCGA-97-A4LX-01A-11D-A24P-08	102	29	6	4	39	2	5
TCGA-97-A4M0-01A-11D-A24P-08	187	52	41	65	51	1	9
TCGA-97-A4M1-01A-11D-A24P-08	7	0	4	11	1	19	1
TCGA-97-A4M3-01A-11D-A24P-08	118	14	23	29	16	12	6
TCGA-97-A4M6-01A-11D-A24P-08	2	1	0	4	17	7	2
TCGA-97-A4M7-01A-11D-A24P-08	222	18	16	11	39	10	0
TCGA-99-7458-01A-11D-2036-08	252	101	52	6	65	22	0
TCGA-99-8025-01A-11D-2238-08	143	79	77	133	33	46	5
TCGA-99-8028-01A-11D-2238-08	285	0	20	5	79	1	11
TCGA-99-8033-01A-11D-2238-08	55	61	20	4	23	15	0
TCGA-99-AA5R-01A-11D-A397-08	19	0	20	1	0	0	2
TCGA-J2-8192-01A-11D-2238-08	2	4	32	8	0	24	4
TCGA-J2-8194-01A-11D-2238-08	39	54	26	1	7	24	7
TCGA-J2-A4AD-01A-11D-A24D-08	64	0	80	131	48	16	6
TCGA-J2-A4AE-01A-21D-A24D-08	0	0	15	14	8	19	0
TCGA-J2-A4AG-01A-11D-A24D-08	25	29	0	4	14	9	0
TCGA-L4-A4E5-01A-11D-A24P-08	205	98	17	6	9	16	12
TCGA-L4-A4E6-01A-11D-A24D-08	5	0	1	2	0	0	0
TCGA-L9-A443-01A-12D-A24D-08	109	103	18	6	12	7	0
TCGA-L9-A50W-01A-12D-A397-08	0	13	0	8	3	2	7
TCGA-L9-A5IP-01A-21D-A397-08	174	57	19	15	22	11	4
TCGA-L9-A743-01A-43D-A397-08	41	0	14	47	15	2	2
TCGA-L9-A7SV-01A-11D-A397-08	1329	263	2	36	71	36	0
TCGA-L9-A8F4-01A-11D-A397-08	410	210	37	41	69	26	27
TCGA-MN-A4N1-01A-11D-A24P-08	251	57	75	21	17	39	12
TCGA-MN-A4N4-01A-12D-A24P-08	731	150	186	323	74	34	30
TCGA-MN-A4N5-01A-11D-A24P-08	271	72	0	43	59	15	16
TCGA-MP-A4SV-01A-11D-A24P-08	115	0	61	114	45	13	5
TCGA-MP-A4SW-01A-21D-A24P-08	8	11	0	12	2	33	1
TCGA-MP-A4T2-01A-11D-A24P-08	8	22	0	23	27	8	0
TCGA-MP-A4T4-01A-11D-A25L-08	242	4	29	29	61	18	18
TCGA-MP-A4T6-01A-32D-A25L-08	0	7	12	22	12	21	4
TCGA-MP-A4T7-01A-11D-A24P-08	76	21	24	1	0	16	3
TCGA-MP-A4T8-01A-11D-A24P-08	45	34	0	6	15	10	4
TCGA-MP-A4T9-01A-11D-A24P-08	4	0	12	4	9	4	2
TCGA-MP-A4TA-01A-21D-A24P-08	150	99	9	17	62	24	9
TCGA-MP-A4TC-01A-11D-A24P-08	136	67	2	23	36	7	0
TCGA-MP-A4TD-01A-32D-A25L-08	17	40	10	0	7	10	0
TCGA-MP-A4TE-01A-22D-A25L-08	45	47	3	0	0	46	3
TCGA-MP-A4TF-01A-11D-A25L-08	263	3	61	22	42	22	22
TCGA-MP-A4TH-01A-31D-A25L-08	24	40	15	0	14	15	5
TCGA-MP-A4TK-01A-11D-A24P-08	168	109	29	40	12	9	0
TCGA-NJ-A4YF-01A-12D-A25L-08	380	107	95	15	23	13	12
TCGA-NJ-A4YP-01A-11D-A25L-08	77	91	0	375	0	3	42
TCGA-NJ-A4YQ-01A-11D-A25L-08	664	221	89	6	138	16	10
TCGA-NJ-A55R-01A-11D-A25L-08	149	0	61	9	46	7	11
TCGA-NJ-A7XG-01A-12D-A397-08	6	0	10	0	0	16	1
TCGA-O1-A52J-01A-11D-A25L-08	90	61	0	4	16	17	0
TCGA-S2-AA1A-01A-12D-A397-08	63	37	19	0	0	9	0
