Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-J2-8192-01A-11D-2238-08	2.40E+00	4.49E+00	1.50E+00	1.63E+00	3.75E+00
TCGA-J2-8194-01A-11D-2238-08	2.92E+00	3.33E+00	1.15E+00	2.46E+00	4.46E+00
TCGA-J2-A4AD-01A-11D-A24D-08	5.92E+00	4.96E+00	4.13E+00	2.48E+00	6.58E+00
TCGA-J2-A4AE-01A-21D-A24D-08	3.06E-01	1.12E+00	1.13E+00	1.72E+00	9.21E-01
TCGA-J2-A4AG-01A-11D-A24D-08	4.41E+00	4.89E+00	1.28E+00	2.55E+00	1.86E+00
TCGA-L4-A4E5-01A-11D-A24P-08	1.25E+01	1.23E+01	2.62E+00	2.16E+00	2.63E+00
TCGA-L4-A4E6-01A-11D-A24D-08	5.47E-01	5.58E-01	3.48E-01	3.14E-01	0.00E+00
TCGA-L9-A443-01A-12D-A24D-08	8.24E+00	5.83E+00	1.95E+00	9.67E-01	4.48E+00
TCGA-L9-A50W-01A-12D-A397-08	1.11E+00	2.24E+00	1.16E+00	8.03E-01	1.96E+00
TCGA-L9-A5IP-01A-21D-A397-08	8.28E+00	9.10E+00	2.05E+00	1.97E+00	2.87E+00
TCGA-L9-A743-01A-43D-A397-08	2.74E+00	2.50E+00	2.54E+00	7.48E-01	2.17E+00
TCGA-L9-A7SV-01A-11D-A397-08	6.10E+01	6.82E+01	4.90E+00	7.17E+00	3.68E+00
TCGA-L9-A8F4-01A-11D-A397-08	2.08E+01	1.75E+01	4.84E+00	3.02E+00	9.22E+00
TCGA-MN-A4N1-01A-11D-A24P-08	1.21E+01	1.34E+01	2.95E+00	3.01E+00	4.26E+00
TCGA-MN-A4N4-01A-12D-A24P-08	2.88E+01	3.09E+01	6.47E+00	4.82E+00	7.42E+00
TCGA-MN-A4N5-01A-11D-A24P-08	1.07E+01	1.22E+01	2.53E+00	4.53E+00	5.37E+00
TCGA-MP-A4SV-01A-11D-A24P-08	4.42E+00	1.01E+01	4.25E+00	1.62E+00	3.85E+00
TCGA-MP-A4SW-01A-21D-A24P-08	1.86E+00	2.05E+00	1.45E+00	1.89E+00	1.00E-01
TCGA-MP-A4T2-01A-11D-A24P-08	2.34E+00	5.76E+00	1.45E+00	3.27E+00	2.54E+00
TCGA-MP-A4T4-01A-11D-A25L-08	7.46E+00	6.63E+00	1.98E+00	3.71E+00	3.92E+00
TCGA-MP-A4T6-01A-32D-A25L-08	1.24E+00	2.36E+00	2.33E+00	1.74E+00	2.09E+00
TCGA-MP-A4T7-01A-11D-A24P-08	4.97E+00	5.56E+00	1.07E+00	1.67E+00	2.64E+00
TCGA-MP-A4T8-01A-11D-A24P-08	4.37E+00	5.27E+00	1.76E+00	2.30E+00	2.01E+00
TCGA-MP-A4T9-01A-11D-A24P-08	8.70E-01	1.56E+00	1.39E+00	1.67E+00	1.77E+00
TCGA-MP-A4TA-01A-21D-A24P-08	1.12E+01	1.14E+01	3.07E+00	3.48E+00	8.28E+00
TCGA-MP-A4TC-01A-11D-A24P-08	6.36E+00	6.53E+00	2.66E+00	1.30E+00	1.19E+00
TCGA-MP-A4TD-01A-32D-A25L-08	3.18E+00	4.38E+00	8.43E-01	2.03E+00	7.33E-01
TCGA-MP-A4TE-01A-22D-A25L-08	3.22E+00	3.37E+00	6.40E-01	3.17E+00	2.83E+00
TCGA-MP-A4TF-01A-11D-A25L-08	1.04E+01	8.36E+00	1.67E+00	2.47E+00	5.29E+00
TCGA-MP-A4TH-01A-31D-A25L-08	2.99E+00	3.94E+00	1.27E+00	2.37E+00	3.31E+00
TCGA-MP-A4TK-01A-11D-A24P-08	1.09E+01	1.22E+01	2.40E+00	2.77E+00	3.34E+00
TCGA-NJ-A4YF-01A-12D-A25L-08	2.21E+01	2.55E+01	3.31E+00	2.06E+00	3.56E+00
TCGA-NJ-A4YP-01A-11D-A25L-08	5.85E+00	6.16E+00	5.93E+00	2.91E+00	2.54E+00
TCGA-NJ-A4YQ-01A-11D-A25L-08	3.88E+01	3.92E+01	2.46E+00	3.43E+00	7.30E+00
TCGA-NJ-A55R-01A-11D-A25L-08	3.25E+00	6.49E+00	1.95E+00	2.16E+00	4.88E+00
TCGA-NJ-A7XG-01A-12D-A397-08	8.72E-01	1.04E+00	3.33E-01	1.23E+00	6.18E-01
TCGA-O1-A52J-01A-11D-A25L-08	6.48E+00	8.68E+00	1.26E+00	2.51E+00	3.18E+00
TCGA-S2-AA1A-01A-12D-A397-08	6.12E+00	6.38E+00	8.03E-01	1.86E+00	8.75E-01
