"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"PRXL2A",0,0,0,0,2,0,0,0,0,2,2,2
"PSENEN",0,0,0,0,2,0,0,0,0,2,2,2
"PSKH1",0,1,0,0,1,0,0,0,0,2,2,2
"PSMA6",0,0,0,0,2,0,0,0,0,2,2,2
"PSMA7",0,0,0,0,1,0,0,1,0,2,2,2
"PSMB1",0,0,0,0,2,0,0,0,0,2,2,2
"PSMC2",0,0,0,0,2,0,0,0,0,2,2,2
"PSMD6",0,0,0,0,2,0,0,0,0,2,2,2
"PSMD7",0,0,0,0,2,0,0,0,0,2,2,2
"PSME1",0,0,0,0,2,0,0,0,0,2,2,2
"PSMF1",0,0,0,0,2,0,0,0,0,2,2,2
"PSMG2",0,0,0,0,2,0,0,0,0,2,2,2
"PSPH",0,0,0,0,1,0,0,1,0,2,2,2
"PSTPIP2",0,0,0,0,2,0,0,0,0,2,2,2
"PTBP3",0,0,0,0,1,1,0,0,0,2,2,2
"PTGDS",0,0,0,0,2,0,0,0,0,2,2,2
"PTGR1",0,0,0,0,2,0,0,0,0,2,2,2
"PTGR2",0,0,0,0,2,0,0,0,0,2,2,2
"PTMA",0,0,0,0,1,1,0,0,0,2,2,2
"PTOV1",1,0,0,0,1,0,0,0,0,2,2,2
"PTP4A1",0,0,0,0,2,0,0,0,0,2,2,2
"PTP4A3",0,0,0,0,2,0,0,0,0,2,2,2
"PTPN21",0,0,0,0,2,0,0,0,0,2,2,2
"PTPRCAP",0,0,0,0,2,0,0,0,0,2,2,2
"PTRH1",0,0,0,0,0,1,0,1,0,2,2,2
"PTRHD1",0,0,0,0,2,0,0,0,0,2,2,2
"PTTG1",0,0,0,0,2,0,0,0,0,2,2,2
"PUDP",0,0,0,0,2,0,0,0,0,2,2,2
"PUF60",0,0,0,0,2,0,0,0,0,2,2,2
"PWP1",0,0,0,0,1,0,0,1,0,2,2,2
"PXMP4",0,0,0,0,2,0,0,0,0,2,2,2
"PYGB",0,0,0,0,1,0,0,1,0,2,2,2
"PYROXD2",0,0,0,0,1,1,0,0,0,2,2,2
"QTRT2",0,0,0,0,2,0,0,0,0,2,2,2
"RAB17",0,0,0,0,2,0,0,0,0,2,2,2
"RAB19",0,0,0,0,2,0,0,0,0,2,2,2
"RAB26",0,0,0,0,2,0,0,0,0,2,2,2
"RAB2B",0,0,0,0,2,0,0,0,0,2,2,2
"RAB39A",0,0,0,0,2,0,0,0,0,2,2,2
"RAB40A",0,0,0,0,2,0,0,0,0,2,2,2
"RAB40B",0,0,0,0,2,0,0,0,0,2,2,2
"RAB40C",0,0,0,0,2,0,0,0,0,2,2,2
"RAB4A",0,0,0,0,2,0,0,0,0,2,2,2
"RAB5A",0,0,0,0,2,0,0,0,0,2,2,2
"RAB5IF",1,0,0,0,1,0,0,0,0,2,2,2
"RAC2",0,0,0,0,1,1,0,0,0,2,2,2
"RAD1",0,0,0,0,2,0,0,0,0,2,2,2
"RAD51",0,0,0,0,2,0,0,0,0,2,2,2
"RAD52",0,0,0,0,2,0,0,0,0,2,2,2
"RAD9B",0,0,0,0,2,0,0,0,0,2,2,2
"RAE1",0,0,0,0,2,0,0,0,0,2,2,2
"RALB",0,0,0,0,1,1,0,0,0,2,2,2
"RAMP2",0,0,0,0,2,0,0,0,0,2,2,2
"RAMP3",0,0,0,0,2,0,0,0,0,2,2,2
"RANBP10",0,0,0,0,2,0,0,0,0,2,2,2
"RANGRF",0,0,1,0,1,0,0,0,0,2,2,2
"RAP2A",0,0,0,0,2,0,0,0,0,2,2,2
"RAP2B",0,0,0,0,2,0,0,0,0,2,2,2
"RARG",0,0,0,0,2,0,0,0,0,2,2,2
"RASGEF1B",0,0,0,0,1,0,0,1,0,2,2,2
"RASL11A",0,0,0,0,2,0,0,0,0,2,2,2
"RASL11B",0,0,0,0,2,0,0,0,0,2,2,2
"RASSF1",0,0,0,0,1,0,0,1,0,2,2,2
"RASSF7",0,0,0,0,2,0,0,0,0,2,2,2
"RAX",0,0,0,0,2,0,0,0,0,2,2,2
"RBAK-RBAKDN",0,0,0,0,2,0,0,0,0,2,2,2
"RBBP7",1,0,1,0,0,0,0,0,0,2,2,2
"RBBP9",1,0,0,0,1,0,0,0,0,2,2,2
"RBKS",1,0,0,0,1,0,0,0,0,2,2,2
"RBM18",0,0,0,0,1,1,0,0,0,2,2,2
"RBM22",0,0,0,0,2,0,0,0,0,2,2,2
"RBM8A",0,0,0,0,2,0,0,0,0,2,2,2
"RBMS2",0,0,0,0,2,0,0,0,0,2,2,2
"RBMS3",0,0,0,0,2,0,0,0,0,2,2,2
"RBP1",0,0,0,0,2,0,0,0,0,2,2,2
"RCAN1",0,0,0,0,2,0,0,0,0,2,2,2
"RCBTB1",0,0,0,0,2,0,0,0,0,2,2,2
"RCHY1",0,0,0,0,2,0,0,0,0,2,2,2
"RCN1",0,0,0,0,2,0,0,0,0,2,2,2
"RDH10",0,0,0,0,2,0,0,0,0,2,2,2
"RDH12",0,0,0,0,2,0,0,0,0,2,2,2
"RDM1",0,0,0,0,1,1,0,0,0,2,2,2
"REEP2",0,0,0,0,2,0,0,0,0,2,2,2
"RELL2",0,0,0,0,2,0,0,0,0,2,2,2
"RETNLB",0,0,0,0,2,0,0,0,0,2,2,2
"RETREG2",0,0,0,0,1,1,0,0,0,2,2,2
"RETREG3",1,0,0,0,1,0,0,0,0,2,2,2
"RFLNA",0,0,0,0,2,0,0,0,0,2,2,2
"RFTN1",0,0,0,0,2,0,0,0,0,2,2,2
"RFX2",0,0,0,0,1,0,0,1,0,2,2,2
"RGMB",0,0,0,0,1,1,0,0,0,2,2,2
"RGP1",0,0,0,0,2,0,0,0,0,2,2,2
"RGPD2",0,0,0,0,1,1,0,0,0,2,2,2
"RGS19",0,0,0,0,2,0,0,0,0,2,2,2
"RHBDL2",0,0,0,0,2,0,0,0,0,2,2,2
"RHOBTB3",0,0,0,0,2,0,0,0,0,2,2,2
"RHOD",0,0,0,0,2,0,0,0,0,2,2,2
"RHOG",0,0,0,0,2,0,0,0,0,2,2,2
"RHPN1",0,0,0,0,2,0,0,0,0,2,2,2
"RIC8A",0,0,0,0,2,0,0,0,0,2,2,2
"RIC8B",0,0,0,0,2,0,0,0,0,2,2,2
"RIDA",0,0,0,0,2,0,0,0,0,2,2,2
"RILP",0,0,0,0,2,0,0,0,0,2,2,2
"RIMKLB",0,0,0,0,2,0,0,0,0,2,2,2
"RIPK2",1,0,0,0,1,0,0,0,0,2,2,2
"RMC1",1,0,0,0,1,0,0,0,0,2,2,2
"RMND5B",0,0,0,0,2,0,0,0,0,2,2,2
"RNASE3",0,0,0,0,2,0,0,0,0,2,2,2
"RNASET2",0,0,0,0,1,0,0,1,0,2,2,2
"RNF121",0,0,0,0,2,0,0,0,0,2,2,2
"RNF141",0,0,0,0,2,0,0,0,0,2,2,2
"RNF151",0,0,0,0,2,0,0,0,0,2,2,2
"RNF168",0,0,0,0,2,0,0,0,0,2,2,2
"RNF175",0,0,0,0,2,0,0,0,0,2,2,2
"RNF182",0,0,0,0,2,0,0,0,0,2,2,2
"RNF185",0,0,0,0,2,0,0,0,0,2,2,2
"RNF19A",0,0,0,0,2,0,0,0,0,2,2,2
"RNF207",0,0,0,0,1,1,0,0,0,2,2,2
"RNF215",0,0,0,0,1,0,0,1,0,2,2,2
"RNF217",0,0,0,0,2,0,0,0,0,2,2,2
"RNF25",0,0,0,0,1,1,0,0,0,2,2,2
"RNF26",0,0,0,0,2,0,0,0,0,2,2,2
"RNF38",0,0,0,0,2,0,0,0,0,2,2,2
"RNF5",0,0,0,0,2,0,0,0,0,2,2,2
"RNPEPL1",0,0,0,0,2,0,0,0,0,2,2,2
"RO60",0,1,0,0,0,0,0,1,0,2,2,2
"RPA1",0,0,0,0,2,0,0,0,0,2,2,2
"RPAIN",0,0,0,0,2,0,0,0,0,2,2,2
"RPAP3",0,0,0,0,2,0,0,0,0,2,2,2
"RPL10",0,0,0,0,2,0,0,0,0,2,2,2
"RPL10A",0,1,0,0,1,0,0,0,0,2,2,2
"RPL26L1",0,0,0,0,2,0,0,0,0,2,2,2
"RPL3",0,1,0,0,1,0,0,0,0,2,2,2
"RPL36A",0,0,0,0,1,0,0,0,1,2,2,2
"RPL37",0,0,0,0,1,1,0,0,0,2,2,2
"RPL7L1",0,0,0,0,2,0,0,0,0,2,2,2
"RPLP0",0,0,0,0,2,0,0,0,0,2,2,2
"RPP40",0,0,0,0,2,0,0,0,0,2,2,2
"RPS15",0,0,0,0,2,0,0,0,0,2,2,2
"RPS19",0,0,0,0,2,0,0,0,0,2,2,2
"RPS4X",0,0,0,0,2,0,0,0,0,2,2,2
"RPS6",1,0,0,0,1,0,0,0,0,2,2,2
"RPS6KA4",0,0,0,0,2,0,0,0,0,2,2,2
"RPS6KB2",0,0,0,0,2,0,0,0,0,2,2,2
"RRAD",0,0,0,0,2,0,0,0,0,2,2,2
"RRAS2",0,0,0,0,2,0,0,0,0,2,2,2
"RRN3",0,0,0,0,2,0,0,0,0,2,2,2
"RSKR",0,0,0,0,2,0,0,0,0,2,2,2
"RSPH1",0,0,0,0,1,1,0,0,0,2,2,2
"RSPH10B2",0,0,0,0,2,0,0,0,0,2,2,2
"RSPH3",0,0,0,0,2,0,0,0,0,2,2,2
"RSPH9",0,0,0,0,2,0,0,0,0,2,2,2
"RSRP1",0,0,0,0,2,0,0,0,0,2,2,2
"RTBDN",0,0,0,0,1,1,0,0,0,2,2,2
"RTCA",0,0,0,0,1,0,0,1,0,2,2,2
"RTF1",0,0,0,0,1,1,0,0,0,2,2,2
"RTF2",0,0,0,0,1,1,0,0,0,2,2,2
"RTKN",0,0,0,0,2,0,0,0,0,2,2,2
"RTKN2",0,0,0,0,2,0,0,0,0,2,2,2
"RTL1",0,0,0,0,2,0,0,0,0,2,2,2
"RTL8C",0,0,0,0,2,0,0,0,0,2,2,2
"RTN4R",0,0,0,0,2,0,0,0,0,2,2,2
"RUSF1",0,0,0,0,2,0,0,0,0,2,2,2
"RXFP4",0,0,0,0,2,0,0,0,0,2,2,2
"RXRB",1,0,0,0,1,0,0,0,0,2,2,2
"RYK",0,0,0,0,2,0,0,0,0,2,2,2
"S100A7L2",0,0,0,0,1,1,0,0,0,2,2,2
"S100PBP",0,0,0,0,0,2,0,0,0,2,2,2
"S1PR4",0,0,0,0,2,0,0,0,0,2,2,2
"S1PR5",0,0,0,0,2,0,0,0,0,2,2,2
"SAA2",0,0,0,0,2,0,0,0,0,2,2,2
"SAE1",0,0,0,0,2,0,0,0,0,2,2,2
"SAFB",0,0,0,0,2,0,0,0,0,2,2,2
"SAFB2",0,0,0,0,2,0,0,0,0,2,2,2
"SAMD10",0,0,0,0,2,0,0,0,0,2,2,2
"SAMD12",0,0,0,0,2,0,0,0,0,2,2,2
"SAMD13",0,0,0,0,2,0,0,0,0,2,2,2
"SAP30L",0,0,0,0,2,0,0,0,0,2,2,2
"SAPCD2",0,0,0,0,1,0,0,1,0,2,2,2
"SAT1",0,0,0,0,2,0,0,0,0,2,2,2
"SAV1",0,0,0,0,1,1,0,0,0,2,2,2
"SAYSD1",0,0,0,0,1,1,0,0,0,2,2,2
"SBK2",0,0,0,0,2,0,0,0,0,2,2,2
"SCAMP4",0,0,0,0,2,0,0,0,0,2,2,2
"SCGB1A1",0,0,0,0,2,0,0,0,0,2,2,2
"SCGB1D2",0,0,0,0,2,0,0,0,0,2,2,2
"SCMH1",0,0,0,0,2,0,0,0,0,2,2,2
"SCNN1A",0,0,0,0,2,0,0,0,0,2,2,2
"SCOC",0,0,0,0,2,0,0,0,0,2,2,2
"SCRT1",0,0,0,0,2,0,0,0,0,2,2,2
"SCYL3",0,0,1,0,1,0,0,0,0,2,2,2
"SDC3",0,0,0,0,2,0,0,0,0,2,2,2
"SDC4",0,0,0,0,2,0,0,0,0,2,2,2
"SDF4",0,0,0,0,2,0,0,0,0,2,2,2
"SDR39U1",0,0,0,0,2,0,0,0,0,2,2,2
"SEC14L4",0,0,0,0,2,0,0,0,0,2,2,2
"SEC61G",0,0,0,0,2,0,0,0,0,2,2,2
"SELENOP",0,0,0,0,2,0,0,0,0,2,2,2
"SELPLG",0,0,0,0,2,0,0,0,0,2,2,2
"SEM1",0,0,0,0,2,0,0,0,0,2,2,2
"SEMA3B",0,0,0,0,2,0,0,0,0,2,2,2
"SEPTIN10",0,0,0,0,1,1,0,0,0,2,2,2
"SEPTIN8",0,0,0,0,2,0,0,0,0,2,2,2
"SERAC1",1,0,0,0,0,0,0,1,0,2,2,2
"SERINC3",0,0,0,0,2,0,0,0,0,2,2,2
"SERPINF2",0,0,0,0,2,0,0,0,0,2,2,2
"SERTAD3",0,0,0,0,1,1,0,0,0,2,2,2
"SETD6",0,0,0,0,2,0,0,0,0,2,2,2
"SETD7",0,0,0,0,2,0,0,0,0,2,2,2
"SF3A3",0,0,0,0,1,0,0,1,0,2,2,2
"SFR1",0,0,1,0,0,1,0,0,0,2,2,2
"SFRP1",1,0,0,0,0,1,0,0,0,2,2,2
"SFRP5",0,0,0,0,2,0,0,0,0,2,2,2
"SFTPD",1,0,0,0,1,0,0,0,0,2,2,2
"SFXN1",0,0,0,0,1,1,0,0,0,2,2,2
"SGCE",0,0,0,0,2,0,0,0,0,2,2,2
"SGCG",0,0,0,0,2,0,0,0,0,2,2,2
"SGTB",1,0,0,0,1,0,0,0,0,2,2,2
"SH2D7",0,0,0,0,2,0,0,0,0,2,2,2
"SH3BGRL2",0,0,0,0,2,0,0,0,0,2,2,2
"SH3D21",0,0,0,0,2,0,0,0,0,2,2,2
"SHC2",0,0,0,0,2,0,0,0,0,2,2,2
"SHF",0,0,0,0,2,0,0,0,0,2,2,2
"SHH",0,0,0,0,2,0,0,0,0,2,2,2
"SHISAL2A",0,0,0,0,2,0,0,0,0,2,2,2
"SHLD1",0,0,0,0,2,0,0,0,0,2,2,2
"SHMT1",1,0,0,0,1,0,0,0,0,2,2,2
"SIGLEC15",0,1,0,0,1,0,0,0,0,2,2,2
"SIL1",0,0,0,0,2,0,0,0,0,2,2,2
"SINHCAF",0,0,0,0,2,0,0,0,0,2,2,2
"SIRT2",0,0,0,0,2,0,0,0,0,2,2,2
"SIRT3",0,0,0,0,2,0,0,0,0,2,2,2
"SKA1",0,0,0,0,2,0,0,0,0,2,2,2
"SKI",0,0,0,0,2,0,0,0,0,2,2,2
"SLA2",0,0,0,0,1,1,0,0,0,2,2,2
"SLAIN2",0,0,0,0,2,0,0,0,0,2,2,2
"SLC10A1",0,0,0,0,2,0,0,0,0,2,2,2
"SLC10A4",0,0,0,0,2,0,0,0,0,2,2,2
"SLC12A4",0,0,0,0,2,0,0,0,0,2,2,2
"SLC16A13",0,0,0,0,2,0,0,0,0,2,2,2
"SLC16A14",0,0,0,0,2,0,0,0,0,2,2,2
"SLC16A3",0,0,0,0,1,1,0,0,0,2,2,2
"SLC17A5",0,0,0,0,2,0,0,0,0,2,2,2
"SLC18B1",0,0,0,0,2,0,0,0,0,2,2,2
"SLC22A5",0,0,1,0,1,0,0,0,0,2,2,2
"SLC25A10",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A25",0,0,0,0,1,1,0,0,0,2,2,2
"SLC25A28",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A3",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A30",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A34",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A44",0,0,0,0,2,0,0,0,0,2,2,2
"SLC25A5",0,0,0,0,1,0,0,1,0,2,2,2
"SLC26A6",0,0,0,0,2,0,0,0,0,2,2,2
"SLC26A9",0,0,0,0,1,0,0,1,0,2,2,2
"SLC27A2",0,0,0,0,1,0,0,1,0,2,2,2
"SLC29A3",0,0,0,0,2,0,0,0,0,2,2,2
"SLC2A11",0,0,0,0,2,0,0,0,0,2,2,2
"SLC35B1",0,0,0,0,2,0,0,0,0,2,2,2
"SLC35E4",1,0,0,0,1,0,0,0,0,2,2,2
"SLC35F2",0,0,0,0,2,0,0,0,0,2,2,2
"SLC38A2",0,0,0,0,2,0,0,0,0,2,2,2
"SLC38A9",0,0,0,0,1,1,0,0,0,2,2,2
"SLC39A14",0,0,0,0,1,1,0,0,0,2,2,2
"SLC39A4",0,0,0,0,2,0,0,0,0,2,2,2
"SLC39A8",0,0,0,0,1,0,0,1,0,2,2,2
"SLC41A1",0,0,0,0,2,0,0,0,0,2,2,2
"SLC45A4",0,0,0,0,2,0,0,0,0,2,2,2
"SLC46A2",0,0,0,0,2,0,0,0,0,2,2,2
"SLC50A1",0,1,0,0,1,0,0,0,0,2,2,2
"SLC51A",0,0,0,0,1,0,0,1,0,2,2,2
"SLC6A20",1,0,0,0,1,0,0,0,0,2,2,2
"SLC7A10",0,0,0,0,2,0,0,0,0,2,2,2
"SLC7A11",0,0,0,0,2,0,0,0,0,2,2,2
"SLC7A5",1,0,0,0,1,0,0,0,0,2,2,2
"SMAD6",0,0,0,0,2,0,0,0,0,2,2,2
"SMCO1",0,0,0,0,2,0,0,0,0,2,2,2
"SMCP",0,0,0,0,2,0,0,0,0,2,2,2
"SMIM29",0,0,0,0,2,0,0,0,0,2,2,2
"SMNDC1",0,0,0,0,2,0,0,0,0,2,2,2
"SNCB",0,0,0,0,2,0,0,0,0,2,2,2
"SNRPA",0,0,0,0,2,0,0,0,0,2,2,2
"SNTB1",0,0,0,0,2,0,0,0,0,2,2,2
"SNU13",0,0,0,0,1,0,0,1,0,2,2,2
"SNW1",0,0,0,0,2,0,0,0,0,2,2,2
"SNX16",0,0,0,0,2,0,0,0,0,2,2,2
"SNX30",0,0,0,0,2,0,0,0,0,2,2,2
"SOAT2",0,0,0,0,1,1,0,0,0,2,2,2
"SOCS5",0,0,0,0,1,1,0,0,0,2,2,2
"SOCS7",0,0,0,0,1,0,0,1,0,2,2,2
"SOHLH1",0,0,0,0,2,0,0,0,0,2,2,2
"SORBS3",0,0,0,0,1,1,0,0,0,2,2,2
"SORCS2",0,0,0,0,2,0,0,0,0,2,2,2
"SORD",0,0,0,0,1,0,0,1,0,2,2,2
"SOWAHC",0,0,0,0,2,0,0,0,0,2,2,2
"SOWAHD",0,0,0,0,2,0,0,0,0,2,2,2
"SOX17",0,0,0,0,2,0,0,0,0,2,2,2
"SP2",1,0,0,0,1,0,0,0,0,2,2,2
"SPAG8",0,0,0,0,2,0,0,0,0,2,2,2
"SPANXN1",0,0,0,0,2,0,0,0,0,2,2,2
"SPANXN4",0,0,0,0,2,0,0,0,0,2,2,2
"SPATA12",0,0,1,0,0,1,0,0,0,2,2,2
"SPATA13",0,0,0,0,2,0,0,0,0,2,2,2
"SPATA2L",0,0,0,0,2,0,0,0,0,2,2,2
"SPATA33",0,0,0,0,1,0,0,1,0,2,2,2
"SPATA9",0,0,0,0,1,1,0,0,0,2,2,2
"SPATC1L",0,0,0,0,2,0,0,0,0,2,2,2
"SPIN1",0,0,0,0,2,0,0,0,0,2,2,2
"SPIN2A",0,0,0,0,2,0,0,0,0,2,2,2
"SPINK7",0,0,0,0,2,0,0,0,0,2,2,2
"SPPL2B",1,0,0,0,1,0,0,0,0,2,2,2
"SPPL3",0,0,0,0,2,0,0,0,0,2,2,2
"SPRR2F",0,0,0,0,1,0,0,0,1,2,2,2
"SPRY1",0,0,0,0,2,0,0,0,0,2,2,2
"SPSB2",0,0,0,0,1,1,0,0,0,2,2,2
"SRARP",0,0,0,0,2,0,0,0,0,2,2,2
"SRC",0,0,0,0,2,0,0,0,0,2,2,2
"SRD5A3",0,0,0,0,2,0,0,0,0,2,2,2
"SRPRB",0,0,0,0,2,0,0,0,0,2,2,2
"SRRM1",0,0,0,0,2,0,0,0,0,2,2,2
"SRSF1",0,0,0,0,2,0,0,0,0,2,2,2
"SRSF7",0,0,0,0,2,0,0,0,0,2,2,2
"SSC4D",0,0,0,0,2,0,0,0,0,2,2,2
"SSTR2",0,0,0,0,2,0,0,0,0,2,2,2
"SSX2IP",0,0,0,0,1,0,0,1,0,2,2,2
"SSX5",0,0,0,0,1,1,0,0,0,2,2,2
"ST3GAL4",1,0,0,0,1,0,0,0,0,2,2,2
"ST3GAL5",0,0,0,0,2,0,0,0,0,2,2,2
"STAC3",0,0,0,0,1,0,0,1,0,2,2,2
"STAR",0,0,0,0,2,0,0,0,0,2,2,2
"STARD3NL",0,0,0,0,2,0,0,0,0,2,2,2
"STARD4",0,0,0,0,2,0,0,0,0,2,2,2
"STBD1",0,0,0,0,2,0,0,0,0,2,2,2
"STEAP3",0,0,0,0,1,1,0,0,0,2,2,2
"STIMATE",0,0,0,0,2,0,0,0,0,2,2,2
"STING1",0,0,0,0,2,0,0,0,0,2,2,2
"STK24",0,0,0,0,2,0,0,0,0,2,2,2
"STK38L",0,0,0,0,2,0,0,0,0,2,2,2
"STK40",0,0,0,0,2,0,0,0,0,2,2,2
"STMN1",0,0,0,0,1,1,0,0,0,2,2,2
"STMN3",0,0,0,0,2,0,0,0,0,2,2,2
"STMN4",0,0,0,0,1,1,0,0,0,2,2,2
"STOML1",0,0,0,0,2,0,0,0,0,2,2,2
"STOX2",0,0,0,0,2,0,0,0,0,2,2,2
"STPG1",0,0,0,0,2,0,0,0,0,2,2,2
"STPG4",0,1,0,0,1,0,0,0,0,2,2,2
"STRADB",0,0,0,0,2,0,0,0,0,2,2,2
"STX12",0,0,0,0,2,0,0,0,0,2,2,2
"STX17",0,0,0,0,2,0,0,0,0,2,2,2
"STX19",0,0,0,0,2,0,0,0,0,2,2,2
"STX4",0,0,0,0,2,0,0,0,0,2,2,2
"STX5",0,0,0,0,1,0,0,1,0,2,2,2
"SUGT1",0,0,0,0,2,0,0,0,0,2,2,2
"SULT1C4",0,0,0,0,2,0,0,0,0,2,2,2
"SULT2B1",0,0,0,0,2,0,0,0,0,2,2,2
"SUN2",0,0,0,0,1,1,0,0,0,2,2,2
"SUPT3H",0,0,0,0,2,0,0,0,0,2,2,2
"SUPV3L1",1,0,0,0,1,0,0,0,0,2,2,2
"SURF6",0,0,0,0,2,0,0,0,0,2,2,2
"SUV39H1",0,0,0,0,2,0,0,0,0,2,2,2
"SWAP70",1,0,0,0,1,0,0,0,0,2,2,2
"SYCE2",0,0,0,0,0,2,0,0,0,2,2,2
"SYDE1",0,0,0,0,2,0,0,0,0,2,2,2
"SYNE4",1,0,0,0,1,0,0,0,0,2,2,2
"SYPL1",0,0,0,0,2,0,0,0,0,2,2,2
"SYT17",0,0,0,0,2,0,0,0,0,2,2,2
"SYT2",0,0,0,0,2,0,0,0,0,2,2,2
"SYVN1",0,0,0,0,2,0,0,0,0,2,2,2
"TAC4",0,0,0,0,2,0,0,0,0,2,2,2
"TADA1",0,0,0,0,2,0,0,0,0,2,2,2
"TADA2B",0,1,0,0,1,0,0,0,0,2,2,2
"TAF1B",0,0,0,0,2,0,0,0,0,2,2,2
"TAF8",0,0,0,0,2,0,0,0,0,2,2,2
"TAFA5",0,0,0,0,2,0,0,0,0,2,2,2
"TAS2R13",0,0,0,0,1,0,1,0,0,2,2,2
"TAS2R3",1,0,0,0,1,0,0,0,0,2,2,2
"TAS2R4",0,0,0,0,2,0,0,0,0,2,2,2
"TAS2R5",0,0,0,0,2,0,0,0,0,2,2,2
"TAS2R50",0,0,0,0,2,0,0,0,0,2,2,2
"TAS2R7",0,0,0,0,2,0,0,0,0,2,2,2
"TAS2R9",0,0,0,0,2,0,0,0,0,2,2,2
"TATDN1",0,0,0,0,1,0,0,1,0,2,2,2
"TATDN2",0,0,0,0,2,0,0,0,0,2,2,2
"TATDN3",0,0,0,0,1,0,0,1,0,2,2,2
"TBC1D10B",0,0,0,0,2,0,0,0,0,2,2,2
"TBC1D20",1,0,0,0,1,0,0,0,0,2,2,2
"TBC1D22B",0,0,0,0,2,0,0,0,0,2,2,2
"TBC1D28",0,0,0,0,2,0,0,0,0,2,2,2
"TBC1D3F",0,0,0,0,2,0,0,0,0,2,2,2
"TBCC",0,0,0,0,1,1,0,0,0,2,2,2
"TBCE",0,0,0,0,2,0,0,0,0,2,2,2
"TBCEL",0,0,0,0,0,2,0,0,0,2,2,2
"TBK1",0,0,0,0,2,0,0,0,0,2,2,2
"TBKBP1",0,0,0,0,2,0,0,0,0,2,2,2
"TBPL1",0,0,0,0,2,0,0,0,0,2,2,2
"TBX1",0,0,0,0,2,0,0,0,0,2,2,2
"TBXA2R",0,0,0,0,2,0,0,0,0,2,2,2
"TCAIM",0,0,0,0,2,0,0,0,0,2,2,2
"TCEAL4",0,0,0,0,2,0,0,0,0,2,2,2
"TCF7",0,0,0,0,2,0,0,0,0,2,2,2
"TCP1",0,0,0,0,2,0,0,0,0,2,2,2
"TCTEX1D2",0,0,0,0,2,0,0,0,0,2,2,2
"TCTN1",0,0,0,0,1,0,0,1,0,2,2,2
"TEAD1",0,0,0,0,2,0,0,0,0,2,2,2
"TEAD3",0,0,0,0,2,0,0,0,0,2,2,2
"TECR",0,0,0,0,1,0,0,1,0,2,2,2
"TECTB",0,0,0,0,2,0,0,0,0,2,2,2
"TENT2",0,0,0,0,2,0,0,0,0,2,2,2
"TEPSIN",0,0,0,0,2,0,0,0,0,2,2,2
"TERF1",0,0,0,0,2,0,0,0,0,2,2,2
"TES",0,0,0,0,2,0,0,0,0,2,2,2
"TEX29",0,0,0,0,2,0,0,0,0,2,2,2
"TEX45",0,0,0,0,2,0,0,0,0,2,2,2
"TEX9",0,0,0,0,1,0,0,1,0,2,2,2
"TFAP4",0,0,0,0,1,1,0,0,0,2,2,2
"TFEB",0,0,0,0,2,0,0,0,0,2,2,2
"TGOLN2",0,0,0,0,2,0,0,0,0,2,2,2
"THAP1",0,0,0,0,2,0,0,0,0,2,2,2
"THAP5",1,0,0,0,1,0,0,0,0,2,2,2
"THAP9",0,0,0,0,2,0,0,0,0,2,2,2
"THEM4",0,0,0,0,2,0,0,0,0,2,2,2
"THEM5",0,0,0,0,1,1,0,0,0,2,2,2
"THOC5",0,0,0,0,2,0,0,0,0,2,2,2
"THUMPD1",0,0,0,0,2,0,0,0,0,2,2,2
"TIAF1",0,0,0,0,2,0,0,0,0,2,2,2
"TICAM1",0,0,0,0,2,0,0,0,0,2,2,2
"TIMP2",0,0,0,0,2,0,0,0,0,2,2,2
"TJAP1",0,0,0,0,2,0,0,0,0,2,2,2
"TK2",0,0,0,0,2,0,0,0,0,2,2,2
"TKFC",0,0,0,0,2,0,0,0,0,2,2,2
"TLE2",0,0,0,0,2,0,0,0,0,2,2,2
"TM9SF4",0,0,0,0,2,0,0,0,0,2,2,2
"TMBIM6",0,0,0,0,2,0,0,0,0,2,2,2
"TMCC2",0,0,0,0,2,0,0,0,0,2,2,2
"TMED10",0,0,0,0,2,0,0,0,0,2,2,2
"TMED3",0,0,0,0,1,1,0,0,0,2,2,2
"TMEM100",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM102",1,0,0,0,1,0,0,0,0,2,2,2
"TMEM116",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM120A",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM139",1,0,0,0,1,0,0,0,0,2,2,2
"TMEM150B",1,0,0,0,1,0,0,0,0,2,2,2
"TMEM161B",1,0,0,0,1,0,0,0,0,2,2,2
"TMEM179B",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM182",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM184B",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM184C",0,0,0,0,2,0,0,0,0,2,2,2
"TMEM211",0,0,0,0,2,0,0,0,0,2,2,2
