"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"IGLON5",0,0,0,0,2,0,0,0,0,2,2,2
"IGLV1-47",1,0,0,0,1,0,0,0,0,2,2,2
"IGLV2-33",0,0,0,0,2,0,0,0,0,2,2,2
"IGLV3-10",2,0,0,0,0,0,0,0,0,2,2,2
"IGLV3-27",0,0,0,0,2,0,0,0,0,2,2,2
"IGLV3-32",1,0,0,0,0,1,0,0,0,2,2,2
"IGLV5-45",0,0,0,0,2,0,0,0,0,2,2,2
"IGLV5-48",0,0,0,0,2,0,0,0,0,2,2,2
"IGLV7-46",0,0,0,0,2,0,0,0,0,2,2,2
"IKBIP",0,0,0,0,2,0,0,0,0,2,2,2
"IL10RB",0,0,0,0,2,0,0,0,0,2,2,2
"IL17F",0,0,0,0,2,0,0,0,0,2,2,2
"IL17RE",0,0,0,0,2,0,0,0,0,2,2,2
"IL1RN",0,0,0,0,2,0,0,0,0,2,2,2
"IL2",0,0,0,0,2,0,0,0,0,2,2,2
"IL20RB",0,0,0,0,2,0,0,0,0,2,2,2
"IL22RA2",0,1,0,0,1,0,0,0,0,2,2,2
"IL24",0,0,0,0,2,0,0,0,0,2,2,2
"IL27",1,0,0,0,0,0,0,1,0,2,2,2
"IL33",0,0,0,0,0,2,0,0,0,2,2,2
"IL36A",0,0,0,0,2,0,0,0,0,2,2,2
"IL6R",0,0,0,0,2,0,0,0,0,2,2,2
"IL9R",0,0,0,0,1,1,0,0,0,2,2,2
"ILK",2,0,0,0,0,0,0,0,0,2,2,2
"IMMP2L",0,0,0,0,2,0,0,0,0,2,2,2
"IMPDH1",0,0,0,0,1,1,0,0,0,2,2,2
"ING4",0,0,0,0,2,0,0,0,0,2,2,2
"INKA1",0,0,0,0,2,0,0,0,0,2,2,2
"INO80D",0,0,0,0,2,0,0,0,0,2,2,2
"INSL3",0,0,0,0,1,1,0,0,0,2,2,2
"IPP",0,0,0,0,2,0,0,0,0,2,2,2
"IQCD",0,0,0,0,2,0,0,0,0,2,2,2
"IQCF2",0,0,0,0,2,0,0,0,0,2,2,2
"IRF3",0,0,0,0,2,0,0,0,0,2,2,2
"ISG15",0,0,0,0,2,0,0,0,0,2,2,2
"ISM2",0,0,0,0,2,0,0,0,0,2,2,2
"IVD",0,0,0,0,2,0,0,0,0,2,2,2
"IZUMO1",0,0,0,0,2,0,0,0,0,2,2,2
"JAM2",0,0,0,0,2,0,0,0,0,2,2,2
"JTB",0,0,0,0,2,0,0,0,0,2,2,2
"JUNB",2,0,0,0,0,0,0,0,0,2,2,2
"KCNJ13",1,0,1,0,0,0,0,0,0,2,2,2
"KCNJ14",0,0,0,0,2,0,0,0,0,2,2,2
"KCNJ6",1,0,0,0,1,0,0,0,0,2,2,2
"KCNK4",0,0,0,0,2,0,0,0,0,2,2,2
"KCP",1,0,0,0,1,0,0,0,0,2,2,2
"KCTD4",0,0,0,0,2,0,0,0,0,2,2,2
"KCTD6",0,1,0,0,1,0,0,0,0,2,2,2
"KDM1A",0,0,0,0,1,1,0,0,0,2,2,2
"KDSR",0,0,0,0,2,0,0,0,0,2,2,2
"KHDC4",0,0,0,0,2,0,0,0,0,2,2,2
"KIAA0513",0,0,0,0,2,0,0,0,0,2,2,2
"KIR2DS4",0,0,0,0,1,1,0,0,0,2,2,2
"KLF10",0,0,0,0,2,0,0,0,0,2,2,2
"KLF11",0,0,0,0,2,0,0,0,0,2,2,2
"KLF12",0,0,0,0,2,0,0,0,0,2,2,2
"KLF14",0,0,0,0,2,0,0,0,0,2,2,2
"KLF9",0,0,0,0,2,0,0,0,0,2,2,2
"KLHDC1",1,0,0,0,1,0,0,0,0,2,2,2
"KLHDC10",2,0,0,0,0,0,0,0,0,2,2,2
"KLHL12",0,0,0,0,1,0,0,1,0,2,2,2
"KLHL17",0,0,0,0,2,0,0,0,0,2,2,2
"KLHL21",0,0,0,0,2,0,0,0,0,2,2,2
"KLRC2",0,0,0,0,0,2,0,0,0,2,2,2
"KLRC4",0,0,0,0,2,0,0,0,0,2,2,2
"KLRG1",0,0,0,0,2,0,0,0,0,2,2,2
"KMT5A",0,0,0,0,2,0,0,0,0,2,2,2
"KNSTRN",0,0,0,0,2,0,0,0,0,2,2,2
"KPNA2",0,0,0,0,2,0,0,0,0,2,2,2
"KPNA5",0,0,0,0,1,0,0,1,0,2,2,2
"KRT20",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP1-1",1,0,0,0,1,0,0,0,0,2,2,2
"KRTAP1-5",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP10-10",1,0,0,0,1,0,0,0,0,2,2,2
"KRTAP10-3",1,0,0,0,1,0,0,0,0,2,2,2
"KRTAP10-5",1,0,0,0,1,0,0,0,0,2,2,2
"KRTAP10-8",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP10-9",2,0,0,0,0,0,0,0,0,2,2,2
"KRTAP15-1",0,0,0,0,1,1,0,0,0,2,2,2
"KRTAP19-3",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP4-1",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP4-12",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP5-1",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP5-11",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP5-7",1,1,0,0,0,0,0,0,0,2,2,2
"KRTAP5-8",0,0,0,0,2,0,0,0,0,2,2,2
"KRTAP6-1",0,0,0,0,2,0,0,0,0,2,2,2
"KRTCAP2",0,0,0,0,1,1,0,0,0,2,2,2
"KRTCAP3",0,0,0,0,2,0,0,0,0,2,2,2
"KTI12",0,0,0,0,2,0,0,0,0,2,2,2
"KXD1",0,0,0,0,2,0,0,0,0,2,2,2
"L3HYPDH",0,0,0,0,2,0,0,0,0,2,2,2
"LACRT",0,0,0,0,2,0,0,0,0,2,2,2
"LAGE3",1,0,0,0,1,0,0,0,0,2,2,2
"LAMTOR2",0,0,0,0,1,1,0,0,0,2,2,2
"LAMTOR4",2,0,0,0,0,0,0,0,0,2,2,2
"LAP3",0,0,0,0,2,0,0,0,0,2,2,2
"LAPTM5",0,0,0,0,2,0,0,0,0,2,2,2
"LAS1L",0,0,0,0,2,0,0,0,0,2,2,2
"LAT2",0,0,0,0,2,0,0,0,0,2,2,2
"LBH",0,0,0,0,1,1,0,0,0,2,2,2
"LCE1C",0,0,0,0,2,0,0,0,0,2,2,2
"LCE1E",0,0,0,0,2,0,0,0,0,2,2,2
"LCE2C",0,0,0,0,2,0,0,0,0,2,2,2
"LCE2D",0,0,0,0,2,0,0,0,0,2,2,2
"LCE3D",1,0,0,0,1,0,0,0,0,2,2,2
"LDAH",0,0,1,0,1,0,0,0,0,2,2,2
"LDB1",0,0,0,0,2,0,0,0,0,2,2,2
"LDHD",0,0,0,0,2,0,0,0,0,2,2,2
"LDLR",0,0,0,0,2,0,0,0,0,2,2,2
"LDLRAD1",0,0,0,0,2,0,0,0,0,2,2,2
"LDLRAD2",0,0,0,0,2,0,0,0,0,2,2,2
"LDLRAD4",0,0,0,0,2,0,0,0,0,2,2,2
"LEFTY1",0,0,0,0,2,0,0,0,0,2,2,2
"LELP1",0,0,0,0,2,0,0,0,0,2,2,2
"LEMD1",1,0,0,0,1,0,0,0,0,2,2,2
"LENG1",0,0,0,0,2,0,0,0,0,2,2,2
"LEPROT",0,1,0,0,1,0,0,0,0,2,2,2
"LGALS8",0,0,0,0,1,1,0,0,0,2,2,2
"LGALS9C",0,0,0,0,2,0,0,0,0,2,2,2
"LHFPL2",0,0,0,0,2,0,0,0,0,2,2,2
"LHFPL4",0,0,0,0,2,0,0,0,0,2,2,2
"LHFPL5",0,0,0,0,2,0,0,0,0,2,2,2
"LHX3",0,0,0,0,2,0,0,0,0,2,2,2
"LHX4",0,0,0,0,2,0,0,0,0,2,2,2
"LHX8",0,0,0,0,2,0,0,0,0,2,2,2
"LIM2",0,0,0,0,2,0,0,0,0,2,2,2
"LINC02210-CRHR1",0,0,0,0,2,0,0,0,0,2,2,2
"LIPA",1,0,0,0,1,0,0,0,0,2,2,2
"LIPF",0,0,0,0,2,0,0,0,0,2,2,2
"LMBR1",0,0,0,0,2,0,0,0,0,2,2,2
"LMLN",0,0,0,0,2,0,0,0,0,2,2,2
"LMNTD2",1,0,0,0,0,1,0,0,0,2,2,2
"LMO3",0,0,0,0,2,0,0,0,0,2,2,2
"LORICRIN",0,0,0,0,2,0,0,0,0,2,2,2
"LPAR2",0,0,0,0,1,1,0,0,0,2,2,2
"LPAR3",0,0,0,0,2,0,0,0,0,2,2,2
"LPXN",0,0,0,0,2,0,0,0,0,2,2,2
"LRP11",0,0,0,0,2,0,0,0,0,2,2,2
"LRP8",0,0,0,0,2,0,0,0,0,2,2,2
"LRRC19",0,0,1,0,1,0,0,0,0,2,2,2
"LRRC29",0,0,0,0,2,0,0,0,0,2,2,2
"LRRC37A",1,0,0,0,1,0,0,0,0,2,2,2
"LRRC46",0,0,0,0,2,0,0,0,0,2,2,2
"LRRC57",0,0,0,0,2,0,0,0,0,2,2,2
"LRRC8D",0,0,0,0,2,0,0,0,0,2,2,2
"LRRN2",1,0,0,0,1,0,0,0,0,2,2,2
"LSM12",0,0,0,0,2,0,0,0,0,2,2,2
"LSM4",0,0,0,0,2,0,0,0,0,2,2,2
"LSM5",0,0,0,0,0,0,0,2,0,2,2,2
"LSM8",0,0,0,0,2,0,0,0,0,2,2,2
"LTV1",0,0,0,0,2,0,0,0,0,2,2,2
"LY75-CD302",0,0,0,0,2,0,0,0,0,2,2,2
"LYNX1",0,0,0,0,2,0,0,0,0,2,2,2
"LYPD1",0,0,0,0,2,0,0,0,0,2,2,2
"LYPD2",0,0,0,0,2,0,0,0,0,2,2,2
"LYPD5",0,0,0,0,2,0,0,0,0,2,2,2
"LYPLA1",0,0,0,0,1,0,0,0,1,2,2,2
"LYSMD1",1,0,0,0,1,0,0,0,0,2,2,2
"LYSMD2",0,0,0,0,1,1,0,0,0,2,2,2
"LYSMD3",0,0,0,0,2,0,0,0,0,2,2,2
"LZIC",2,0,0,0,0,0,0,0,0,2,2,2
"MAB21L4",0,0,0,0,2,0,0,0,0,2,2,2
"MAD2L1",0,0,0,0,0,2,0,0,0,2,2,2
"MAD2L1BP",0,0,1,0,1,0,0,0,0,2,2,2
"MADCAM1",0,0,0,0,2,0,0,0,0,2,2,2
"MAGEA4",0,0,0,0,2,0,0,0,0,2,2,2
"MAGEB1",0,0,0,0,2,0,0,0,0,2,2,2
"MAGEB5",0,0,0,0,2,0,0,0,0,2,2,2
"MAGEB6",0,0,0,0,1,1,0,0,0,2,2,2
"MAGOHB",0,0,0,0,1,0,0,1,0,2,2,2
"MALSU1",0,0,0,0,2,0,0,0,0,2,2,2
"MAMSTR",1,1,0,0,0,0,0,0,0,2,2,2
"MAN2B2",0,0,0,0,2,0,0,0,0,2,2,2
"MANSC1",0,0,0,0,2,0,0,0,0,2,2,2
"MAPK12",0,0,0,0,2,0,0,0,0,2,2,2
"MAPK13",1,0,0,0,1,0,0,0,0,2,2,2
"MAPK3",0,0,0,0,2,0,0,0,0,2,2,2
"MAPK8IP2",0,0,0,0,2,0,0,0,0,2,2,2
"MARCHF2",0,0,0,0,2,0,0,0,0,2,2,2
"MARCHF9",0,0,0,0,2,0,0,0,0,2,2,2
"MCFD2",0,0,0,0,2,0,0,0,0,2,2,2
"MCM5",0,0,0,0,1,0,0,1,0,2,2,2
"MCU",0,0,0,0,2,0,0,0,0,2,2,2
"MDFIC",0,0,0,0,2,0,0,0,0,2,2,2
"MDP1",0,0,0,0,2,0,0,0,0,2,2,2
"MECR",0,0,0,0,2,0,0,0,0,2,2,2
"MED10",1,0,0,0,1,0,0,0,0,2,2,2
"MED30",0,0,0,0,2,0,0,0,0,2,2,2
"MED8",0,0,0,0,2,0,0,0,0,2,2,2
"MED9",0,0,0,0,2,0,0,0,0,2,2,2
"MEF2D",0,1,0,0,1,0,0,0,0,2,2,2
"MEMO1",0,0,0,0,1,0,0,1,0,2,2,2
"MEOX2",0,0,0,0,2,0,0,0,0,2,2,2
"MESP2",1,0,0,0,1,0,0,0,0,2,2,2
"MEST",0,0,0,0,2,0,0,0,0,2,2,2
"METTL15",0,0,0,0,2,0,0,0,0,2,2,2
"METTL21C",1,0,0,0,1,0,0,0,0,2,2,2
"METTL26",0,0,0,0,2,0,0,0,0,2,2,2
"METTL27",0,0,0,0,2,0,0,0,0,2,2,2
"METTL2B",0,0,0,0,2,0,0,0,0,2,2,2
"METTL8",0,0,0,0,2,0,0,0,0,2,2,2
"METTL9",0,0,0,0,2,0,0,0,0,2,2,2
"MFAP1",0,0,0,0,1,1,0,0,0,2,2,2
"MFAP4",0,0,0,0,2,0,0,0,0,2,2,2
"MFSD13A",0,0,0,0,1,0,0,1,0,2,2,2
"MGARP",0,0,0,0,2,0,0,0,0,2,2,2
"MGLL",0,0,0,0,2,0,0,0,0,2,2,2
"MICOS13",0,0,0,0,2,0,0,0,0,2,2,2
"MICU1",0,0,0,0,2,0,0,0,0,2,2,2
"MICU3",0,0,0,0,1,1,0,0,0,2,2,2
"MID1IP1",0,0,0,0,2,0,0,0,0,2,2,2
"MILR1",0,0,0,0,2,0,0,0,0,2,2,2
"MIOX",0,0,0,0,2,0,0,0,0,2,2,2
"MISP",0,0,0,0,2,0,0,0,0,2,2,2
"MITD1",0,0,0,0,2,0,0,0,0,2,2,2
"MKKS",0,0,0,0,2,0,0,0,0,2,2,2
"MKNK1",0,0,0,0,2,0,0,0,0,2,2,2
"MLKL",0,0,0,0,2,0,0,0,0,2,2,2
"MLST8",0,0,0,0,1,0,0,0,1,2,2,2
"MLX",0,0,0,0,2,0,0,0,0,2,2,2
"MMD",0,1,0,0,1,0,0,0,0,2,2,2
"MMEL1",0,0,0,0,2,0,0,0,0,2,2,2
"MOCS2",0,2,0,0,0,0,0,0,0,2,2,2
"MORF4L2",1,0,0,0,1,0,0,0,0,2,2,2
"MORN5",0,0,0,0,2,0,0,0,0,2,2,2
"MPHOSPH6",0,0,0,0,2,0,0,0,0,2,2,2
"MPLKIP",1,0,0,0,1,0,0,0,0,2,2,2
"MPND",0,0,0,0,2,0,0,0,0,2,2,2
"MPPE1",0,0,0,0,2,0,0,0,0,2,2,2
"MPV17",1,0,0,0,1,0,0,0,0,2,2,2
"MPV17L",0,0,0,0,2,0,0,0,0,2,2,2
"MPZL3",0,0,0,0,2,0,0,0,0,2,2,2
"MRGPRE",1,0,0,0,1,0,0,0,0,2,2,2
"MRGPRX4",0,0,0,0,2,0,0,0,0,2,2,2
"MRM1",0,0,0,0,2,0,0,0,0,2,2,2
"MRM3",0,0,0,0,2,0,0,0,0,2,2,2
"MRO",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL1",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL15",2,0,0,0,0,0,0,0,0,2,2,2
"MRPL18",0,0,0,0,1,1,0,0,0,2,2,2
"MRPL27",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL3",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL33",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL37",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL42",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL55",0,0,0,0,2,0,0,0,0,2,2,2
"MRPL57",0,0,0,0,2,0,0,0,0,2,2,2
"MRPS10",0,0,0,0,2,0,0,0,0,2,2,2
"MRPS28",0,0,0,0,2,0,0,0,0,2,2,2
"MRPS31",1,0,0,0,1,0,0,0,0,2,2,2
"MRPS5",0,0,0,0,2,0,0,0,0,2,2,2
"MRPS7",0,0,0,0,2,0,0,0,0,2,2,2
"MS4A2",0,0,0,0,2,0,0,0,0,2,2,2
"MSANTD3-TMEFF1",1,0,0,0,1,0,0,0,0,2,2,2
"MSC",0,0,0,0,2,0,0,0,0,2,2,2
"MSGN1",0,0,0,0,2,0,0,0,0,2,2,2
"MSRB3",0,0,0,0,2,0,0,0,0,2,2,2
"MSX1",0,0,0,0,2,0,0,0,0,2,2,2
"MT1B",0,0,0,0,2,0,0,0,0,2,2,2
"MT1G",0,0,0,0,2,0,0,0,0,2,2,2
"MT3",0,0,0,0,2,0,0,0,0,2,2,2
"MTERF4",0,0,0,0,2,0,0,0,0,2,2,2
"MTFP1",0,0,0,0,2,0,0,0,0,2,2,2
"MTG2",0,0,0,0,2,0,0,0,0,2,2,2
"MTIF3",0,0,1,0,1,0,0,0,0,2,2,2
"MTMR14",1,0,0,0,1,0,0,0,0,2,2,2
"MTNR1B",0,0,0,0,2,0,0,0,0,2,2,2
"MTSS2",0,0,0,0,2,0,0,0,0,2,2,2
"MUCL3",0,0,0,0,2,0,0,0,0,2,2,2
"MVB12A",0,0,0,0,2,0,0,0,0,2,2,2
"MXD4",0,0,0,0,2,0,0,0,0,2,2,2
"MXI1",0,0,0,0,2,0,0,0,0,2,2,2
"MYB",0,0,0,0,1,0,0,1,0,2,2,2
"MYG1",0,0,0,0,2,0,0,0,0,2,2,2
"MYL12B",0,0,0,0,2,0,0,0,0,2,2,2
"MYOC",1,0,0,0,1,0,0,0,0,2,2,2
"MZB1",0,0,0,0,2,0,0,0,0,2,2,2
"MZT2A",1,0,0,0,1,0,0,0,0,2,2,2
"N6AMT1",0,0,0,0,2,0,0,0,0,2,2,2
"NACA",0,0,0,0,2,0,0,0,0,2,2,2
"NACA2",0,0,0,0,2,0,0,0,0,2,2,2
"NAE1",0,0,0,0,1,0,0,1,0,2,2,2
"NAMPT",0,0,0,0,2,0,0,0,0,2,2,2
"NANOS3",0,0,0,0,2,0,0,0,0,2,2,2
"NAP1L4",0,0,0,0,2,0,0,0,0,2,2,2
"NAPRT",1,0,0,0,1,0,0,0,0,2,2,2
"NAT2",0,0,0,0,2,0,0,0,0,2,2,2
"NAXE",0,0,0,0,2,0,0,0,0,2,2,2
"NCBP3",0,0,0,0,2,0,0,0,0,2,2,2
"NCF1",0,0,0,0,2,0,0,0,0,2,2,2
"NCF4",0,0,0,0,2,0,0,0,0,2,2,2
"NDEL1",0,0,0,0,2,0,0,0,0,2,2,2
"NDFIP1",0,0,0,0,0,2,0,0,0,2,2,2
"NDUFA12",0,0,0,0,2,0,0,0,0,2,2,2
"NDUFA13",0,0,0,0,2,0,0,0,0,2,2,2
"NDUFB10",0,0,0,0,2,0,0,0,0,2,2,2
"NDUFB2",0,0,0,0,2,0,0,0,0,2,2,2
"NDUFB4",0,0,0,0,2,0,0,0,0,2,2,2
"NDUFS5",0,0,0,0,1,1,0,0,0,2,2,2
"NDUFS6",0,0,0,0,2,0,0,0,0,2,2,2
"NEIL2",0,0,0,0,2,0,0,0,0,2,2,2
"NEK6",0,0,0,0,2,0,0,0,0,2,2,2
"NEMP1",1,0,0,0,1,0,0,0,0,2,2,2
"NENF",0,0,0,0,2,0,0,0,0,2,2,2
"NFAM1",1,0,0,0,1,0,0,0,0,2,2,2
"NFATC2IP",2,0,0,0,0,0,0,0,0,2,2,2
"NFIX",0,0,0,0,1,1,0,0,0,2,2,2
"NFKBIA",0,0,0,0,2,0,0,0,0,2,2,2
"NFKBIE",0,0,0,0,2,0,0,0,0,2,2,2
"NFU1",1,0,0,0,1,0,0,0,0,2,2,2
"NGRN",1,0,0,0,0,1,0,0,0,2,2,2
"NHLH2",0,0,0,0,2,0,0,0,0,2,2,2
"NICN1",0,0,0,0,2,0,0,0,0,2,2,2
"NIPA1",0,0,0,0,2,0,0,0,0,2,2,2
"NIPSNAP2",0,0,0,0,2,0,0,0,0,2,2,2
"NKD2",0,0,0,0,2,0,0,0,0,2,2,2
"NKX2-8",0,0,0,0,2,0,0,0,0,2,2,2
"NKX3-2",0,0,0,0,2,0,0,0,0,2,2,2
"NMBR",0,0,0,0,2,0,0,0,0,2,2,2
"NMI",0,0,0,0,2,0,0,0,0,2,2,2
"NMNAT2",0,0,0,0,2,0,0,0,0,2,2,2
"NMNAT3",0,0,0,0,2,0,0,0,0,2,2,2
"NMRAL1",0,0,0,0,2,0,0,0,0,2,2,2
"NNT",1,0,0,0,1,0,0,0,0,2,2,2
"NOA1",0,0,0,0,1,1,0,0,0,2,2,2
"NOL10",0,0,0,0,2,0,0,0,0,2,2,2
"NOL11",0,0,0,0,2,0,0,0,0,2,2,2
"NOL12",0,0,0,0,2,0,0,0,0,2,2,2
"NOMO2",0,0,0,0,2,0,0,0,0,2,2,2
"NOMO3",0,0,0,0,2,0,0,0,0,2,2,2
"NOX5",0,0,0,0,2,0,0,0,0,2,2,2
"NPBWR2",0,0,0,0,2,0,0,0,0,2,2,2
"NPM1",0,0,0,0,2,0,0,0,0,2,2,2
"NPPB",0,0,0,0,2,0,0,0,0,2,2,2
"NPTX1",1,0,0,0,1,0,0,0,0,2,2,2
"NPY4R",0,0,1,0,1,0,0,0,0,2,2,2
"NR6A1",0,0,0,0,2,0,0,0,0,2,2,2
"NRIP2",0,0,0,0,2,0,0,0,0,2,2,2
"NRN1L",1,0,0,0,1,0,0,0,0,2,2,2
"NSA2",0,0,0,0,2,0,0,0,0,2,2,2
"NSL1",1,0,0,0,1,0,0,0,0,2,2,2
"NSMF",0,1,0,0,1,0,0,0,0,2,2,2
"NSUN3",0,0,0,0,2,0,0,0,0,2,2,2
"NSUN4",0,0,0,0,2,0,0,0,0,2,2,2
"NT5M",2,0,0,0,0,0,0,0,0,2,2,2
"NTN3",0,0,0,0,2,0,0,0,0,2,2,2
"NUCKS1",0,0,0,0,2,0,0,0,0,2,2,2
"NUDT21",0,0,0,0,2,0,0,0,0,2,2,2
"NUDT5",0,0,0,0,1,1,0,0,0,2,2,2
"NUP35",1,0,0,0,1,0,0,0,0,2,2,2
"NUP37",0,0,0,0,2,0,0,0,0,2,2,2
"NUP50",0,0,0,0,2,0,0,0,0,2,2,2
"NUP85",0,0,0,0,2,0,0,0,0,2,2,2
"NUTM2G",0,0,0,0,2,0,0,0,0,2,2,2
"OAS1",0,0,0,0,2,0,0,0,0,2,2,2
"OASL",0,0,0,0,2,0,0,0,0,2,2,2
"OAZ1",0,0,0,0,2,0,0,0,0,2,2,2
"OAZ2",1,0,0,0,1,0,0,0,0,2,2,2
"OBP2A",0,0,0,0,2,0,0,0,0,2,2,2
"OCEL1",0,0,0,0,2,0,0,0,0,2,2,2
"OLA1",0,0,0,0,1,1,0,0,0,2,2,2
"OLR1",0,0,0,0,2,0,0,0,0,2,2,2
"OMP",0,0,0,0,2,0,0,0,0,2,2,2
"OR10G8",0,0,0,0,2,0,0,0,0,2,2,2
"OR10V1",0,0,0,0,2,0,0,0,0,2,2,2
"OR10W1",0,0,0,0,2,0,0,0,0,2,2,2
"OR11A1",0,0,0,0,2,0,0,0,0,2,2,2
"OR1E1",0,0,0,0,2,0,0,0,0,2,2,2
"OR1E2",0,0,0,0,2,0,0,0,0,2,2,2
"OR1K1",0,0,0,0,2,0,0,0,0,2,2,2
"OR1L4",1,0,0,0,1,0,0,0,0,2,2,2
"OR1N2",0,0,0,0,2,0,0,0,0,2,2,2
"OR1Q1",0,0,0,0,2,0,0,0,0,2,2,2
"OR1S1",0,0,0,0,2,0,0,0,0,2,2,2
"OR2AE1",0,0,0,0,2,0,0,0,0,2,2,2
"OR2AG2",0,1,0,0,1,0,0,0,0,2,2,2
"OR2F2",0,0,0,0,2,0,0,0,0,2,2,2
"OR2T5",0,0,0,0,2,0,0,0,0,2,2,2
"OR2V2",0,0,0,0,1,1,0,0,0,2,2,2
"OR4F17",0,0,0,0,2,0,0,0,0,2,2,2
"OR4F5",0,0,0,0,2,0,0,0,0,2,2,2
"OR4S2",0,0,0,0,2,0,0,0,0,2,2,2
"OR51B6",0,0,0,0,2,0,0,0,0,2,2,2
"OR52A1",0,0,0,0,2,0,0,0,0,2,2,2
"OR52L1",0,0,0,0,2,0,0,0,0,2,2,2
"OR52N2",0,0,0,0,2,0,0,0,0,2,2,2
"OR5A2",0,0,0,0,2,0,0,0,0,2,2,2
"OR5AU1",0,0,0,0,2,0,0,0,0,2,2,2
"OR5C1",0,0,0,0,2,0,0,0,0,2,2,2
"OR5H15",0,0,0,0,2,0,0,0,0,2,2,2
"OR5K4",0,0,0,0,0,2,0,0,0,2,2,2
"OR8D1",0,0,0,0,2,0,0,0,0,2,2,2
"OR8J3",0,0,0,0,2,0,0,0,0,2,2,2
"ORAI3",0,0,0,0,2,0,0,0,0,2,2,2
"ORM2",1,0,0,0,1,0,0,0,0,2,2,2
"OSBP2",0,0,0,0,2,0,0,0,0,2,2,2
"OSCAR",0,0,0,0,2,0,0,0,0,2,2,2
"OSGEP",0,0,0,0,2,0,0,0,0,2,2,2
"OSTC",0,0,0,0,2,0,0,0,0,2,2,2
"OSTF1",1,0,0,0,1,0,0,0,0,2,2,2
"OSTN",0,0,0,0,2,0,0,0,0,2,2,2
"OTOR",0,0,0,0,2,0,0,0,0,2,2,2
"OTUD5",0,0,0,0,2,0,0,0,0,2,2,2
"OTULINL",0,0,0,0,2,0,0,0,0,2,2,2
"OXA1L",0,0,0,0,2,0,0,0,0,2,2,2
"OXGR1",0,0,0,0,2,0,0,0,0,2,2,2
"OXT",0,0,0,0,2,0,0,0,0,2,2,2
"P2RX6",0,0,0,0,2,0,0,0,0,2,2,2
"P2RY1",0,0,0,0,2,0,0,0,0,2,2,2
"P4HA1",0,0,0,0,2,0,0,0,0,2,2,2
"P4HTM",0,0,0,0,2,0,0,0,0,2,2,2
"PAAF1",0,0,0,0,2,0,0,0,0,2,2,2
"PAG1",0,0,0,0,2,0,0,0,0,2,2,2
"PAGE1",0,0,1,0,1,0,0,0,0,2,2,2
"PAICS",0,0,0,0,2,0,0,0,0,2,2,2
"PANK2",0,0,0,0,2,0,0,0,0,2,2,2
"PANX1",0,0,0,0,0,2,0,0,0,2,2,2
"PANX3",0,0,0,0,2,0,0,0,0,2,2,2
"PARK7",1,1,0,0,0,0,0,0,0,2,2,2
"PARP12",1,0,0,0,1,0,0,0,0,2,2,2
"PATL1",0,0,0,0,1,1,0,0,0,2,2,2
"PAX9",0,0,0,0,2,0,0,0,0,2,2,2
"PAXX",1,0,0,0,1,0,0,0,0,2,2,2
"PBX4",1,0,0,0,1,0,0,0,0,2,2,2
"PCBD1",0,0,0,0,2,0,0,0,0,2,2,2
"PCBP2",1,0,0,0,1,0,0,0,0,2,2,2
"PCBP4",0,0,0,0,2,0,0,0,0,2,2,2
"PCCB",1,0,0,0,1,0,0,0,0,2,2,2
"PCP2",0,0,1,0,1,0,0,0,0,2,2,2
"PCTP",0,0,0,0,1,1,0,0,0,2,2,2
"PCYT2",0,0,0,0,2,0,0,0,0,2,2,2
"PDCD10",0,0,0,0,1,0,0,1,0,2,2,2
"PDCD1LG2",0,0,0,0,2,0,0,0,0,2,2,2
"PDCD2L",0,0,0,0,2,0,0,0,0,2,2,2
"PDCD5",0,0,0,0,2,0,0,0,0,2,2,2
"PDCD7",1,0,0,0,1,0,0,0,0,2,2,2
"PDIA6",1,0,0,0,1,0,0,0,0,2,2,2
"PDK3",0,0,0,0,2,0,0,0,0,2,2,2
"PDK4",0,0,0,0,1,1,0,0,0,2,2,2
"PDP2",0,0,0,0,2,0,0,0,0,2,2,2
"PDPK1",0,0,0,0,2,0,0,0,0,2,2,2
"PDPN",0,0,0,0,2,0,0,0,0,2,2,2
"PDZK1",0,0,0,0,2,0,0,0,0,2,2,2
"PECAM1",0,0,0,0,2,0,0,0,0,2,2,2
"PEF1",0,0,0,0,2,0,0,0,0,2,2,2
"PEX10",0,0,0,0,2,0,0,0,0,2,2,2
"PEX11G",0,0,0,0,2,0,0,0,0,2,2,2
